Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,0.13,0.13,0.00,0.13,0.00,0.13,0.50,25.0,0.38,0.88,0.50,0.38,1.00,1.13,6.63,0.00,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,0.94,0.31,0.00,0.63,0.31,0.31,0.63,50.0,0.31,0.63,0.00,0.63,0.00,0.94,0.31,0.00,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,1.11,0.00,0.56,0.56,0.00,0.00,0.00,,0.00,1.11,1.11,0.00,0.00,1.11,2.22,0.00,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,1.68,1.06,0.89,0.34,0.45,0.89,1.68,53.3,0.78,0.84,0.17,0.67,0.61,2.29,1.40,0.06,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,0.18,0.00,0.00,0.00,0.18,0.00,0.53,0.0,0.53,0.18,0.18,0.00,0.00,0.18,0.53,0.00,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,2.56,1.28,1.03,1.28,0.26,1.03,2.31,44.4,1.28,1.28,0.51,0.77,1.79,4.36,1.79,0.00,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,0.08,0.05,0.08,0.00,0.00,0.05,0.08,66.7,0.03,0.00,0.00,0.00,0.05,0.14,0.41,0.03,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,6.67,6.67,6.67,0.00,0.00,6.67,10.0,66.7,3.33,6.67,3.33,3.33,6.67,13.3,0.00,0.00,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,1.56,0.91,0.52,0.39,0.65,1.17,2.60,45.0,1.43,1.69,0.00,1.69,0.39,1.95,0.26,0.00,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,1.02,0.56,0.46,0.46,0.09,0.46,2.31,20.0,1.85,0.83,0.00,0.83,0.74,1.76,0.65,0.00,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,1.36,0.84,0.71,0.52,0.13,0.84,1.56,54.2,0.71,1.17,0.13,1.04,1.75,3.12,3.31,0.06,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,1.60,1.20,0.80,0.40,0.40,0.40,0.40,100.0,0.00,0.00,0.00,0.00,1.20,2.80,0.80,0.00,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,0.46,0.23,0.08,0.23,0.15,0.23,0.69,33.3,0.46,0.23,0.08,0.15,0.23,0.69,0.85,0.00,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,1.54,0.00,0.77,0.77,0.00,0.77,0.77,100.0,0.00,2.31,2.31,0.00,0.77,2.31,6.92,0.00,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,2.33,1.32,1.12,0.85,0.35,0.54,1.90,28.6,1.36,0.93,0.12,0.81,0.66,2.98,1.09,0.00,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,1.92,1.54,0.77,0.38,0.77,1.15,3.46,33.3,2.31,1.54,0.00,1.54,1.54,3.46,1.15,0.00,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.39,0.08,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,1.15,0.58,0.19,0.77,0.19,0.38,1.15,33.3,0.77,0.77,0.38,0.38,0.38,1.54,0.77,0.00,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,2.00,2.00,2.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,1.00,3.00,1.00,0.00,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,0.83,0.54,0.22,0.62,0.00,0.47,0.69,68.4,0.22,0.58,0.36,0.22,0.54,1.38,2.46,0.07,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,1.50,0.89,0.48,0.75,0.27,0.92,1.71,54.0,0.78,1.02,0.07,0.96,1.84,3.34,1.23,0.00,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,0.91,0.57,0.11,0.45,0.34,0.34,1.82,18.8,1.48,0.80,0.00,0.80,0.45,1.36,0.80,0.00,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,2.36,0.93,1.36,0.79,0.21,1.07,3.36,31.9,2.29,1.14,0.14,1.00,1.43,3.79,1.57,0.14,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,1.05,0.73,0.65,0.32,0.08,0.81,1.45,55.6,0.65,0.97,0.48,0.48,0.89,1.94,1.77,0.00,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,1.82,0.00,0.91,0.91,0.00,1.82,5.45,33.3,3.64,0.91,0.91,0.00,0.00,1.82,0.00,0.00,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,4.04,2.28,1.75,2.11,0.18,2.11,5.79,36.4,3.68,1.75,0.35,1.40,1.23,5.26,1.40,0.00,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,2.53,1.08,0.60,1.57,0.36,0.60,1.45,41.7,0.84,0.60,0.00,0.60,0.24,2.77,1.33,0.00,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,0.82,0.67,0.75,0.00,0.07,0.37,1.27,29.4,0.90,0.82,0.22,0.60,0.37,1.19,0.60,0.00,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,1.08,0.54,0.54,0.54,0.00,0.54,0.81,66.7,0.27,0.27,0.00,0.27,0.54,1.62,2.70,0.00,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,2.31,1.46,0.97,0.89,0.45,1.17,2.75,42.6,1.58,1.46,0.32,1.13,1.54,3.85,1.54,0.00,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,1.02,0.61,0.20,0.82,0.00,0.00,2.04,0.0,2.04,0.61,0.00,0.61,0.41,1.43,0.20,0.00,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,0.41,0.14,0.00,0.14,0.27,0.14,0.41,33.3,0.27,0.41,0.00,0.41,0.00,0.41,0.27,0.00,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,1.98,1.17,0.81,0.91,0.25,0.86,1.57,54.8,0.71,0.86,0.15,0.71,1.62,3.60,1.68,0.00,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,0.41,0.22,0.07,0.19,0.15,0.30,0.45,66.7,0.15,0.37,0.11,0.26,0.15,0.56,0.60,0.00,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,2.40,1.20,0.80,1.20,0.40,1.40,2.60,53.8,1.20,0.60,0.20,0.40,1.00,3.40,3.00,0.00,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,0.78,0.50,0.41,0.27,0.09,0.46,1.14,40.0,0.68,0.82,0.05,0.78,0.78,1.55,0.68,0.00,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,0.92,0.46,0.00,0.77,0.15,0.15,0.92,16.7,0.77,0.62,0.15,0.46,0.62,1.54,0.31,0.00,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,2.05,0.77,0.51,1.54,0.00,0.77,2.05,37.5,1.28,2.05,0.26,1.79,0.77,2.82,2.05,0.00,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,1.07,0.48,0.36,0.71,0.00,0.36,0.95,37.5,0.60,0.95,0.00,0.95,0.83,1.90,0.12,0.00,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,1.80,1.00,0.76,0.90,0.14,0.52,2.04,25.4,1.52,1.28,0.38,0.90,1.14,2.94,0.62,0.00,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,1.79,0.75,1.64,0.15,0.00,1.19,1.64,72.7,0.45,1.79,1.19,0.60,2.09,3.88,3.13,0.00,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,2.90,2.26,1.94,0.32,0.65,1.29,2.90,44.4,1.61,1.61,0.00,1.61,2.90,5.81,1.61,0.00,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,1.00,0.00,0.00,1.00,0.00,1.00,2.00,50.0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,2.35,1.05,1.02,1.12,0.21,0.95,2.70,35.1,1.75,0.88,0.07,0.81,0.95,3.30,0.74,0.00,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,2.11,1.19,1.09,0.84,0.18,1.19,1.89,63.0,0.70,0.60,0.14,0.46,1.12,3.23,1.93,0.00,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,2.02,1.24,0.78,1.16,0.08,0.93,2.56,36.4,1.63,1.24,0.16,1.09,0.31,2.33,1.09,0.00,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,2.50,1.25,1.75,0.63,0.13,1.88,3.38,55.6,1.50,1.63,0.50,1.13,1.38,3.88,2.63,0.00,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,2.22,0.00,1.11,1.11,0.00,1.11,1.11,100.0,0.00,2.22,0.00,2.22,2.22,4.44,0.00,0.00,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,2.41,1.59,1.72,0.62,0.07,1.24,2.21,56.3,0.97,1.03,0.14,0.90,1.31,3.72,2.14,0.00,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,1.95,1.05,0.96,0.80,0.19,0.96,2.01,47.6,1.05,1.79,0.80,0.99,1.25,3.19,3.39,0.03,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,0.94,0.71,0.52,0.32,0.10,0.49,1.49,32.6,1.00,0.58,0.10,0.49,0.32,1.26,0.78,0.00,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,2.62,1.53,1.31,1.24,0.07,1.56,2.73,57.3,1.16,1.24,0.40,0.84,1.75,4.36,1.49,0.00,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,0.43,0.30,0.07,0.26,0.10,0.16,0.59,27.8,0.43,0.62,0.13,0.49,0.13,0.56,1.34,0.00,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,0.95,0.41,0.68,0.27,0.00,0.68,1.22,55.6,0.54,1.49,1.08,0.41,2.03,2.97,4.59,0.00,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,0.48,0.48,0.24,0.00,0.24,0.24,1.19,20.0,0.95,1.90,0.00,1.90,0.95,1.43,0.48,0.00,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,2.12,1.18,0.71,0.94,0.47,0.94,2.35,40.0,1.41,1.18,0.00,1.18,0.12,2.24,0.47,0.00,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,0.98,0.74,0.43,0.43,0.12,0.43,0.98,43.8,0.55,0.92,0.12,0.80,0.61,1.60,1.35,0.00,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.04,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,2.50,0.94,2.19,0.31,0.00,1.88,2.19,85.7,0.31,1.88,0.94,0.94,0.63,3.13,4.38,0.00,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,1.70,1.10,1.10,0.50,0.10,1.10,1.50,73.3,0.40,0.80,0.50,0.30,1.90,3.60,5.10,0.00,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,1.24,0.80,0.53,0.62,0.09,0.80,1.06,75.0,0.27,1.15,0.18,0.97,0.71,1.95,2.12,0.00,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,2.91,1.78,1.60,1.09,0.22,1.56,2.51,62.3,0.95,0.98,0.29,0.69,1.89,4.80,2.73,0.04,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,1.24,0.86,0.86,0.19,0.19,0.48,0.86,55.6,0.38,0.67,0.48,0.19,1.14,2.38,3.81,0.00,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,5.00,2.00,2.50,2.00,0.50,2.50,4.00,62.5,1.50,1.50,0.00,1.50,1.00,6.00,2.50,0.00,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,2.21,1.01,0.90,0.80,0.50,0.65,2.21,29.5,1.56,1.11,0.10,1.01,0.95,3.17,0.30,0.05,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,0.89,0.00,0.54,0.36,0.00,0.00,0.54,0.0,0.54,0.54,0.36,0.18,1.61,2.50,2.14,0.00,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,5.00,5.00,0.00,5.00,0.00,0.00,0.00,,0.00,5.00,5.00,0.00,0.00,5.00,0.00,0.00,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.0,0.77,0.77,0.00,0.77,0.00,0.00,0.00,0.00,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,0.03,0.03,0.03,0.00,0.00,0.03,0.09,33.3,0.06,0.00,0.00,0.00,0.00,0.03,0.51,0.09,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,1.54,1.54,1.54,0.00,0.00,0.77,2.31,33.3,1.54,0.77,0.00,0.77,0.00,1.54,0.00,0.00,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,1.15,0.77,0.77,0.38,0.00,0.38,1.15,33.3,0.77,1.54,0.38,1.15,1.92,3.08,1.92,0.00,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,2.51,1.44,0.91,1.25,0.34,1.22,2.74,44.4,1.52,1.79,0.72,1.06,1.33,3.84,2.59,0.08,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,2.70,1.35,1.17,1.13,0.39,1.39,3.00,46.4,1.61,0.87,0.17,0.70,0.87,3.57,0.87,0.09,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,2.50,2.50,2.50,0.00,0.00,0.00,3.75,0.0,3.75,3.75,1.25,2.50,0.00,2.50,0.00,0.00,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,1.85,1.11,0.74,0.74,0.37,0.74,2.22,33.3,1.48,1.85,0.00,1.85,0.74,2.59,1.11,0.00,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,5.00,0.00,0.00,5.00,0.00,5.00,5.00,100.0,0.00,5.00,0.00,5.00,5.00,10.0,0.00,0.00,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,2.50,0.42,1.25,1.25,0.00,1.67,4.17,40.0,2.50,0.42,0.00,0.42,2.08,4.58,0.42,0.00,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,0.49,0.24,0.00,0.49,0.00,0.24,0.37,66.7,0.12,1.10,0.24,0.85,0.85,1.34,0.61,0.00,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,3.47,1.73,1.53,1.33,0.61,1.84,3.67,50.0,1.84,0.31,0.00,0.31,0.61,4.08,0.20,0.00,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,0.87,0.75,0.31,0.37,0.19,0.25,1.24,20.0,0.99,0.93,0.25,0.68,0.37,1.24,1.18,0.00,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,2.00,0.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,1.00,0.40,0.40,0.60,0.00,0.60,1.20,50.0,0.60,0.60,0.40,0.20,1.80,2.80,4.60,0.00,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,3.48,2.16,1.44,1.72,0.32,1.48,2.80,52.9,1.32,1.12,0.32,0.80,1.24,4.72,1.68,0.00,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,0.65,0.32,0.00,0.32,0.32,0.65,0.65,100.0,0.00,1.29,0.00,1.29,0.65,1.29,0.00,0.00,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,1.43,0.65,0.52,0.65,0.26,0.91,1.69,53.8,0.78,0.65,0.00,0.65,0.52,1.95,0.65,0.00,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,2.65,1.73,0.82,1.43,0.41,1.63,1.84,88.9,0.20,0.71,0.31,0.41,1.33,3.98,0.61,0.00,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,1.25,1.25,0.00,1.25,0.00,0.00,5.00,0.0,5.00,1.25,0.00,1.25,0.00,1.25,0.00,0.00,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,0.57,0.38,0.57,0.00,0.00,0.57,0.94,60.0,0.38,0.94,0.94,0.00,1.89,2.45,3.40,0.00,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,0.91,0.30,0.61,0.30,0.00,0.30,0.91,33.3,0.61,0.91,0.00,0.91,0.00,0.91,0.91,0.00,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,0.71,0.00,0.71,0.00,0.00,0.00,0.00,,0.00,2.14,1.43,0.71,0.00,0.71,3.57,0.00,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,1.90,1.43,0.95,0.95,0.00,0.48,3.33,14.3,2.86,0.48,0.00,0.48,2.38,4.29,0.00,0.00,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,0.89,0.75,0.21,0.48,0.21,0.48,1.44,33.3,0.96,0.34,0.00,0.34,0.27,1.16,0.48,0.00,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,2.63,1.58,0.00,1.84,0.79,1.05,2.63,40.0,1.58,1.05,0.53,0.53,0.26,2.89,0.79,0.00,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,0.16,0.16,0.08,0.00,0.08,0.00,0.47,0.0,0.47,0.31,0.00,0.31,0.16,0.31,0.85,0.00,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,1.88,0.98,0.90,0.75,0.23,0.90,2.26,40.0,1.35,1.28,0.15,1.13,0.30,2.18,1.65,0.00,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,1.58,0.53,1.58,0.00,0.00,1.05,2.11,50.0,1.05,2.11,1.58,0.53,1.05,2.63,2.63,0.00,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,1.06,0.85,0.00,0.85,0.21,0.43,0.64,66.7,0.21,1.28,0.21,1.06,1.06,2.13,0.64,0.00,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,2.22,1.45,1.11,0.94,0.17,1.11,2.31,48.1,1.20,0.60,0.00,0.60,0.68,2.91,0.34,0.00,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,0.17,0.00,0.17,0.00,0.00,0.17,0.17,100.0,0.00,0.11,0.00,0.11,0.00,0.17,0.44,0.00,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,2.41,1.69,0.72,1.45,0.24,0.96,2.65,36.4,1.69,1.08,0.24,0.84,0.84,3.25,0.96,0.00,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,0.68,0.30,0.11,0.34,0.23,0.19,1.02,18.5,0.83,0.60,0.04,0.57,0.26,0.94,0.75,0.00,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,1.16,0.62,0.27,0.41,0.48,0.27,0.62,44.4,0.34,0.68,0.00,0.68,0.62,1.78,0.07,0.00,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,2.80,2.00,1.20,0.80,0.80,1.20,2.00,60.0,0.80,1.20,0.00,1.20,0.00,2.80,0.00,0.00,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,4.60,2.26,2.26,1.75,0.58,1.90,3.14,60.5,1.24,1.24,0.07,1.17,1.53,6.13,2.04,0.00,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,1.00,0.64,0.36,0.55,0.09,0.36,0.82,44.4,0.45,0.82,0.00,0.82,0.45,1.45,0.73,0.00,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,1.35,0.96,0.19,0.58,0.58,0.58,1.35,42.9,0.77,1.15,0.19,0.96,0.77,2.12,0.58,0.00,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,1.96,1.24,0.98,0.67,0.31,1.24,3.09,40.0,1.86,1.49,0.15,1.34,0.82,2.78,0.46,0.00,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,2.11,1.21,1.11,0.75,0.25,0.90,1.51,60.0,0.60,1.71,0.85,0.85,0.80,2.91,2.26,0.00,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,0.96,0.64,0.64,0.32,0.00,0.80,1.36,58.8,0.56,1.28,1.20,0.08,2.16,3.12,5.20,0.00,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,1.38,0.92,0.57,0.46,0.34,0.57,1.84,31.3,1.26,1.15,0.23,0.92,0.57,1.95,0.46,0.00,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,3.12,1.82,0.78,2.21,0.13,1.30,3.51,37.0,2.21,2.08,0.13,1.95,1.43,4.55,0.91,0.00,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,1.82,0.81,0.91,0.91,0.00,0.91,2.22,40.9,1.31,1.11,0.30,0.81,1.21,3.03,1.41,0.00,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,1.75,1.08,0.84,0.42,0.48,0.78,2.53,31.0,1.75,1.63,0.12,1.51,0.48,2.23,0.48,0.00,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,2.00,1.38,0.62,0.77,0.62,1.08,2.62,41.2,1.54,1.54,0.00,1.54,0.77,2.77,0.15,0.00,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,1.21,0.86,0.52,0.57,0.11,0.92,1.84,50.0,0.92,1.03,0.29,0.75,1.09,2.30,2.76,0.00,Matches,d0d786fd
