Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
274,Habraão,br BRA,DF,Fortaleza,20,2001,2.4,0.42,2.50,0.83,33.3,2.47,0.82,0.17,0.50,15.0,0.00,0.00,0.00,0.38,0.38,0.15,0.04,0.04,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,1.1,0.00,0.91,0.00,0.0,0.93,0.00,0.00,,13.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,11.9,0.00,0.76,0.34,44.4,0.75,0.34,0.00,0.00,10.0,0.00,0.00,0.00,0.09,0.09,0.12,-0.09,-0.09,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,15.3,0.00,0.59,0.13,22.2,0.59,0.13,0.00,0.00,20.5,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,4.4,0.00,0.68,0.00,0.0,0.68,0.00,0.00,,23.9,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,12.7,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,10.7,0.00,0.00,0.08,0.11,0.05,0.10,-0.11,-0.05,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,19.0,0.21,2.42,0.63,26.1,2.42,0.63,0.07,0.25,21.2,0.11,0.05,0.05,0.21,0.17,0.07,0.00,-0.01,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,17.9,0.00,0.61,0.28,45.5,0.61,0.28,0.00,0.00,12.2,0.00,0.00,0.00,0.07,0.07,0.11,-0.07,-0.07,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,10.7,0.00,0.19,0.00,0.0,0.19,0.00,0.00,,20.0,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,6.8,0.15,1.91,1.03,53.8,1.91,1.03,0.08,0.14,16.7,0.00,0.00,0.00,0.19,0.19,0.10,-0.04,-0.04,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,0.3,0.00,6.67,0.00,0.0,7.50,0.00,0.00,,14.2,0.00,0.00,0.00,1.00,1.00,0.16,-1.00,-1.00,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,3.8,0.26,0.53,0.53,100.0,0.52,0.52,0.50,0.50,11.2,0.00,0.00,0.00,0.05,0.05,0.08,0.21,0.21,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,2.9,0.00,0.34,0.34,100.0,0.34,0.34,0.00,0.00,13.2,0.00,0.00,0.00,0.07,0.07,0.16,-0.07,-0.07,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,11.7,0.17,2.22,0.43,19.2,2.22,0.43,0.08,0.40,17.1,0.00,0.00,0.00,0.17,0.17,0.08,0.00,0.00,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,16.7,0.12,0.78,0.24,30.8,0.78,0.24,0.15,0.50,21.5,0.00,0.00,0.00,0.07,0.07,0.09,0.05,0.05,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,25.6,0.00,0.59,0.12,20.0,0.59,0.12,0.00,0.00,17.6,0.00,0.00,0.00,0.05,0.05,0.08,-0.05,-0.05,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,17.7,0.40,3.11,1.13,36.4,3.11,1.13,0.09,0.25,17.1,0.00,0.11,0.11,0.47,0.38,0.12,-0.07,-0.10,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,15.2,0.26,1.84,0.72,39.3,1.84,0.72,0.14,0.36,24.3,0.00,0.00,0.00,0.14,0.14,0.08,0.12,0.12,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,0.00,0.11,0.00,0.0,0.11,0.00,0.00,,13.3,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,0.00,0.38,0.13,33.3,0.38,0.13,0.00,0.00,18.1,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,bd2593f3
294,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,0.08,1.07,0.25,23.1,1.06,0.25,0.08,0.33,23.5,0.00,0.00,0.00,0.07,0.07,0.07,0.01,0.01,Matches,de3dc682
295,José Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,0.23,2.50,0.91,36.4,2.52,0.92,0.09,0.25,15.1,0.00,0.00,0.00,0.30,0.30,0.12,-0.07,-0.07,Matches,d0f01217
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,0.14,1.44,0.50,35.0,1.44,0.50,0.10,0.29,16.7,0.00,0.00,0.00,0.19,0.19,0.14,-0.05,-0.05,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,0.52,3.88,1.03,26.7,3.88,1.03,0.11,0.42,23.7,1.34,0.09,0.09,0.39,0.32,0.08,0.13,0.11,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,0.00,0.45,0.30,66.7,0.45,0.30,0.00,0.00,21.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,0.21,3.31,0.99,29.8,3.31,0.99,0.06,0.21,19.9,0.21,0.00,0.00,0.30,0.30,0.09,-0.08,-0.08,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,0.00,8.00,4.00,50.0,8.00,4.00,0.00,0.00,16.0,0.00,0.00,0.00,0.40,0.40,0.06,-0.40,-0.40,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,0.26,0.26,0.26,100.0,0.26,0.26,1.00,1.00,17.2,0.00,0.00,0.00,0.00,0.00,0.04,0.26,0.26,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,0.00,0.71,0.00,0.0,0.71,0.00,0.00,,27.6,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,0.07,0.55,0.17,31.3,0.55,0.17,0.13,0.40,17.7,0.00,0.00,0.00,0.05,0.05,0.09,0.02,0.02,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,0.04,1.13,0.35,30.8,1.13,0.35,0.04,0.13,17.3,0.00,0.00,0.00,0.10,0.10,0.09,-0.06,-0.06,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,0.00,1.68,0.46,27.3,1.67,0.46,0.00,0.00,27.7,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,0.04,0.79,0.12,15.0,0.79,0.12,0.05,0.33,26.4,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,0.11,3.09,1.18,38.2,3.09,1.18,0.04,0.10,20.0,0.00,0.00,0.00,0.23,0.23,0.08,-0.12,-0.12,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,0.00,0.27,0.18,66.7,0.27,0.18,0.00,0.00,7.0,0.00,0.00,0.00,0.05,0.05,0.17,-0.05,-0.05,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,0.28,1.67,0.28,16.7,1.66,0.28,0.17,1.00,13.6,0.00,0.00,0.00,0.36,0.36,0.22,-0.08,-0.08,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,0.00,1.43,0.00,0.0,1.36,0.00,0.00,,16.9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,0.23,2.30,0.92,40.0,2.30,0.92,0.10,0.25,12.8,0.00,0.00,0.11,0.32,0.24,0.10,-0.09,-0.01,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,0.45,1.36,1.36,100.0,1.39,1.39,0.33,0.33,7.2,0.00,0.00,0.00,0.32,0.32,0.22,0.14,0.14,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,0.04,1.13,0.25,22.2,1.13,0.25,0.04,0.17,11.6,0.00,0.00,0.00,0.10,0.10,0.09,-0.06,-0.06,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,0.00,6.67,0.00,0.0,7.20,0.00,0.00,,30.2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,0.00,0.70,0.22,31.3,0.70,0.22,0.00,0.00,28.7,0.09,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,0.00,2.00,0.00,0.0,2.00,0.00,0.00,,34.6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,0.00,0.58,0.00,0.0,0.58,0.00,0.00,,19.7,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,0.16,1.92,0.44,22.9,1.92,0.44,0.09,0.38,15.8,0.05,0.00,0.00,0.22,0.22,0.12,-0.05,-0.05,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,0.00,1.30,0.22,16.7,1.31,0.22,0.00,0.00,16.9,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),35,1986,0.2,0.00,5.00,0.00,0.0,6.00,0.00,0.00,,38.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,2cc16e46
328,Juninho,br BRA,MF,América (MG),34,1987,34.5,0.14,0.78,0.38,48.1,0.78,0.38,0.19,0.38,15.2,0.00,0.00,0.00,0.13,0.13,0.17,0.01,0.01,Matches,7d10ca2e
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,0.00,0.73,0.18,25.0,0.73,0.18,0.00,0.00,14.3,0.00,0.00,0.00,0.07,0.07,0.09,-0.07,-0.07,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,0.00,1.57,0.43,27.3,1.57,0.43,0.00,0.00,25.7,0.00,0.00,0.00,0.03,0.03,0.02,-0.03,-0.03,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,0.00,0.92,0.33,36.4,0.91,0.33,0.00,0.00,23.8,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,0.00,0.37,0.12,33.3,0.37,0.12,0.00,0.00,9.0,0.00,0.00,0.00,0.04,0.04,0.09,-0.04,-0.04,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,0.69,4.48,1.38,30.8,4.55,1.40,0.15,0.50,7.7,0.00,0.00,0.00,1.07,1.07,0.23,-0.38,-0.38,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,0.00,6.67,3.33,50.0,7.20,3.60,0.00,0.00,20.8,0.00,0.00,0.00,1.33,1.33,0.22,-1.33,-1.33,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,0.32,2.90,0.97,33.3,2.91,0.97,0.11,0.33,28.0,0.00,0.00,0.00,0.19,0.19,0.07,0.13,0.13,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,0.00,3.33,1.67,50.0,3.31,1.66,0.00,0.00,24.9,2.22,0.00,0.00,0.39,0.39,0.12,-0.39,-0.39,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,0.00,0.35,0.10,28.6,0.35,0.10,0.00,0.00,9.8,0.00,0.00,0.00,0.06,0.06,0.17,-0.06,-0.06,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,0.29,3.82,2.06,53.8,3.85,2.07,0.08,0.14,26.5,0.00,0.00,0.00,0.18,0.18,0.04,0.12,0.12,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,0.00,6.25,2.50,40.0,6.38,2.55,0.00,0.00,13.8,0.00,0.00,0.00,0.69,0.69,0.11,-0.69,-0.69,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,0.19,2.52,0.73,28.8,2.52,0.73,0.08,0.27,17.6,0.00,0.00,0.00,0.28,0.28,0.12,-0.09,-0.09,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,0.07,0.65,0.14,21.1,0.65,0.14,0.05,0.25,27.6,0.17,0.03,0.03,0.05,0.03,0.04,0.02,0.01,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,0.04,0.56,0.13,23.1,0.56,0.13,0.00,0.00,26.5,0.04,0.04,0.04,0.06,0.02,0.04,-0.01,-0.02,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,0.00,0.83,0.00,0.0,0.83,0.00,0.00,,12.5,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,0.00,0.61,0.30,50.0,0.61,0.30,0.00,0.00,6.7,0.00,0.00,0.00,0.21,0.21,0.36,-0.21,-0.21,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,0.00,0.55,0.00,0.0,0.55,0.00,0.00,,10.0,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,0.00,0.34,0.00,0.0,0.35,0.00,0.00,,10.8,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,0.00,1.32,0.53,40.0,1.30,0.52,0.00,0.00,23.9,0.00,0.00,0.00,0.08,0.08,0.05,-0.08,-0.08,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,0.44,3.30,1.32,40.0,3.29,1.32,0.13,0.33,15.4,0.00,0.00,0.00,0.41,0.41,0.12,0.03,0.03,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,0.00,0.67,0.67,100.0,0.65,0.65,0.00,0.00,21.3,0.67,0.00,0.00,0.13,0.13,0.18,-0.13,-0.13,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,25.7,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,0.41,2.72,0.91,33.3,2.72,0.91,0.13,0.38,16.8,0.13,0.06,0.06,0.41,0.37,0.14,-0.01,-0.02,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,0.00,3.33,0.00,0.0,3.40,0.00,0.00,,19.4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,0.14,1.77,0.42,23.7,1.77,0.42,0.03,0.11,20.7,0.09,0.09,0.09,0.19,0.11,0.06,-0.05,-0.07,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,0.00,2.61,1.30,50.0,2.57,1.29,0.00,0.00,16.7,0.00,0.00,0.00,0.22,0.22,0.08,-0.22,-0.22,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,0.00,1.43,0.00,0.0,1.43,0.00,0.00,,18.5,0.00,0.00,0.00,0.21,0.21,0.17,-0.21,-0.21,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,0.00,0.77,0.31,40.0,0.77,0.31,0.00,0.00,23.0,0.15,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,0.00,1.04,0.21,20.0,1.04,0.21,0.00,0.00,15.7,0.00,0.00,0.00,0.10,0.10,0.10,-0.10,-0.10,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,0.00,0.68,0.23,33.3,0.68,0.23,0.00,0.00,15.2,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,0.00,0.08,0.00,0.0,0.08,0.00,0.00,,8.9,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,0.33,3.77,1.97,52.2,3.79,1.98,0.09,0.17,12.6,0.00,0.00,0.00,0.54,0.54,0.14,-0.21,-0.21,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,0.00,0.86,0.38,44.4,0.86,0.38,0.00,0.00,14.7,0.00,0.00,0.00,0.09,0.09,0.10,-0.09,-0.09,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,0.56,0.56,0.56,100.0,0.55,0.55,1.00,1.00,28.8,0.00,0.00,0.00,0.06,0.06,0.07,0.50,0.50,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,0.00,2.00,0.00,0.0,1.87,0.00,0.00,,22.0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,0.00,0.86,0.25,28.6,0.87,0.25,0.00,0.00,24.7,0.19,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,0.07,0.77,0.32,40.9,0.77,0.32,0.09,0.22,20.7,0.00,0.00,0.00,0.06,0.06,0.07,0.01,0.01,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,0.00,0.50,0.17,33.3,0.50,0.17,0.00,0.00,23.1,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,0.49,2.83,1.19,42.2,2.83,1.19,0.14,0.33,17.8,0.09,0.09,0.13,0.42,0.31,0.11,0.07,0.08,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,0.15,1.57,0.44,28.1,1.57,0.44,0.09,0.33,19.5,0.00,0.00,0.00,0.10,0.10,0.07,0.04,0.04,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,0.00,0.42,0.00,0.0,0.43,0.00,0.00,,16.1,0.00,0.00,0.00,0.08,0.08,0.21,-0.08,-0.08,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,0.00,1.08,0.13,11.8,1.08,0.13,0.00,0.00,30.5,0.38,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,0.00,0.89,0.44,50.0,0.88,0.44,0.00,0.00,18.6,0.25,0.00,0.00,0.06,0.06,0.07,-0.06,-0.06,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,0.09,0.18,0.18,100.0,0.18,0.18,0.50,0.50,16.6,0.00,0.00,0.00,0.06,0.06,0.33,0.03,0.03,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,0.13,0.38,0.17,44.4,0.38,0.17,0.33,0.75,10.8,0.00,0.00,0.00,0.03,0.03,0.09,0.09,0.09,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,0.00,0.51,0.05,9.1,0.51,0.05,0.00,0.00,21.2,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,0.00,1.32,0.48,36.7,1.32,0.48,0.00,0.00,28.6,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,0.00,0.35,0.17,50.0,0.35,0.17,0.00,0.00,25.3,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,0.00,0.61,0.19,30.8,0.61,0.19,0.00,0.00,15.4,0.14,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,0.26,0.43,0.09,20.0,0.43,0.09,0.20,1.00,19.0,0.00,0.17,0.17,0.10,0.03,0.06,0.16,0.06,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,0.33,3.00,1.11,37.0,3.00,1.11,0.09,0.23,18.8,0.00,0.07,0.07,0.30,0.24,0.08,0.04,0.02,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,0.15,0.74,0.15,20.0,0.74,0.15,0.20,1.00,10.7,0.00,0.00,0.00,0.06,0.06,0.08,0.09,0.09,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,0.31,1.98,0.83,42.1,1.98,0.83,0.16,0.38,17.4,0.10,0.00,0.00,0.19,0.19,0.10,0.13,0.13,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,0.08,0.31,0.08,25.0,0.31,0.08,0.25,1.00,20.2,0.00,0.00,0.00,0.02,0.02,0.06,0.05,0.05,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,0.00,2.00,0.00,0.0,2.00,0.00,0.00,,,,0.00,0.00,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,0.00,0.61,0.00,0.0,0.61,0.00,0.00,,30.0,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches,f1d95c74
