Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,40.7,47.2,86.2,803.4,273.0,10.7,12.0,88.7,25.4,27.2,93.4,3.91,6.52,60.0,0.00,0.00,0.01,0.00,0.06,1.06,0.06,0.00,1.68,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,10.0,15.2,65.9,117.9,11.4,5.17,7.59,68.2,3.45,5.17,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.69,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,6.67,6.67,100.0,93.3,20.0,3.33,3.33,100.0,3.33,3.33,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,16.7,16.7,100.0,363.3,30.0,6.67,6.67,100.0,6.67,6.67,100.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,28.1,36.1,77.7,465.5,160.3,11.0,12.6,87.2,11.6,13.9,83.7,2.90,5.48,52.9,0.00,0.13,0.19,-0.13,1.94,3.55,1.29,0.32,4.84,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,10.6,16.1,65.5,148.9,18.9,6.11,7.22,84.6,2.22,3.33,66.7,0.56,0.56,100.0,0.00,0.11,0.06,-0.11,0.56,0.00,0.00,0.00,0.00,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,5,5,100.0,80,19,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,15.9,23.9,66.3,446.7,338.1,2.93,2.93,100.0,6.53,6.67,98.0,5.27,13.2,39.9,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,33.0,37.8,87.4,657.8,266.0,9.60,10.2,94.1,19.5,20.9,93.5,3.70,6.05,61.2,0.00,0.01,0.01,-0.01,0.15,0.95,0.05,0.00,0.65,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,10.0,14.0,71.4,88.0,62.0,10.0,10.0,100.0,0.00,4.00,0.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,39.4,51.5,76.6,535.6,102.4,24.4,26.8,91.2,11.5,14.1,81.3,1.18,5.29,22.2,0.00,0.12,0.15,-0.12,2.35,2.06,2.06,0.00,5.59,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,55.0,65.0,84.6,848.3,193.3,31.7,31.7,100.0,18.3,25.0,73.3,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,6.67,1.67,0.00,5.00,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,11.9,17.5,67.9,146.3,11.9,8.13,10.0,81.3,2.50,3.75,66.7,0.00,0.00,,0.00,0.25,0.00,-0.25,1.25,0.00,0.00,0.00,0.63,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,23.4,34.9,67.2,402.8,134.4,11.8,14.8,79.9,8.16,11.7,69.7,2.86,5.63,50.9,0.05,0.23,0.22,-0.18,1.94,2.77,2.38,0.83,4.95,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,49.5,66.8,74.1,890.8,362.7,21.9,24.8,88.4,20.9,26.6,78.4,5.55,12.0,46.4,0.03,0.07,0.08,-0.03,1.30,3.87,0.58,0.31,4.73,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,32.7,47.9,68.4,574.2,226.3,15.7,18.2,86.4,12.8,17.6,72.7,3.55,9.49,37.4,0.09,0.15,0.12,-0.06,1.20,2.35,1.11,0.64,2.82,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,44.3,50.8,87.2,899.3,318.0,11.2,12.8,87.0,27.5,30.7,89.7,5.50,7.17,76.7,0.00,0.00,0.00,0.00,0.17,2.00,0.00,0.00,2.00,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,10.0,13.0,76.9,216.0,74.0,0.00,0.00,,9.00,10.0,90.0,1.00,2.00,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,31.5,36.4,86.7,547.9,142.7,13.3,14.2,93.6,16.4,17.6,93.1,1.52,3.33,45.5,0.30,0.18,0.00,0.12,0.30,0.61,0.00,0.00,0.91,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,33.5,42.1,79.5,681.9,249.8,10.4,12.1,86.3,18.1,20.3,88.9,4.50,8.30,54.2,0.00,0.00,0.01,0.00,0.05,2.20,0.05,0.05,2.10,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,38.4,49.7,77.4,689.3,232.9,16.0,18.6,86.1,16.2,20.3,79.7,4.83,7.76,62.2,0.00,0.03,0.05,-0.03,0.34,3.28,0.69,0.17,4.83,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,30.3,38.4,78.8,511.3,171.6,15.8,17.6,89.6,11.8,15.3,77.6,2.37,3.68,64.3,0.00,0.00,0.03,0.00,0.26,2.11,0.26,0.26,1.58,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,27.0,36.5,74.1,407.1,100.9,15.5,18.2,84.9,8.90,11.8,75.7,1.65,3.63,45.5,0.22,0.16,0.10,0.05,1.32,1.21,1.76,0.22,4.40,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,32.5,37.5,86.7,620.0,150.0,13.8,15.0,91.7,15.0,16.3,92.3,3.75,5.00,75.0,0.00,0.13,0.13,-0.13,2.50,2.50,1.25,1.25,2.50,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,33.3,43.3,76.9,636.7,201.3,10.7,13.3,80.0,18.0,21.3,84.4,3.33,6.67,50.0,0.00,0.07,0.20,-0.07,1.33,4.00,0.67,0.00,5.33,Matches,e991fbd7
358,Bernardo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,28.6,34.2,83.6,426.2,117.4,15.5,16.9,92.1,10.0,11.4,87.5,1.52,2.86,53.3,0.00,0.07,0.04,-0.07,0.76,2.67,0.38,0.10,2.48,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,8.69,12.0,72.4,122.3,21.9,4.81,6.19,77.8,2.72,3.47,78.4,0.44,0.59,73.7,0.09,0.11,0.06,-0.02,0.72,0.53,0.22,0.00,1.22,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,28.3,36.7,77.3,460.0,51.7,13.3,18.3,72.7,11.7,13.3,87.5,1.67,1.67,100.0,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.67,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,36.0,43.9,81.9,519.8,142.5,22.1,24.3,90.8,10.7,12.7,84.3,1.86,4.23,44.0,0.00,0.08,0.09,-0.08,1.26,3.44,0.79,0.19,5.16,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,23.5,36.5,64.3,396.5,123.0,10.9,13.0,83.3,7.83,12.2,64.3,3.48,6.96,50.0,0.00,0.00,0.04,0.00,0.00,3.04,1.74,0.00,5.22,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,49.3,61.4,80.2,778.6,246.4,26.4,30.0,88.1,22.1,26.4,83.8,0.71,2.14,33.3,0.00,0.00,0.07,0.00,0.71,2.14,0.71,0.00,5.71,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,36.9,50.0,73.8,661.1,199.3,17.3,20.1,86.2,12.8,16.7,77.0,4.92,9.31,52.9,0.15,0.24,0.29,-0.08,2.62,4.38,1.92,0.62,6.15,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,44.7,52.0,86.0,840.0,258.5,18.1,19.9,91.1,19.2,21.8,88.0,6.15,8.02,76.6,0.10,0.11,0.03,-0.01,1.04,5.10,0.00,0.00,5.52,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,45.4,52.1,87.0,685.7,195.4,24.6,26.6,92.6,15.2,17.5,86.7,3.21,3.93,81.8,0.00,0.02,0.04,-0.02,0.89,3.93,0.36,0.00,2.50,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,28.6,34.3,83.4,539.3,196.6,8.64,9.77,88.4,17.0,18.4,92.6,2.73,5.00,54.5,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.91,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,31.0,37.7,82.3,806.7,568.3,6.00,6.00,100.0,16.3,16.3,100.0,8.67,15.3,56.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,47.4,54.9,86.3,976.0,285.1,13.5,15.1,89.8,25.8,28.4,90.9,7.10,9.44,75.2,0.00,0.02,0.06,-0.02,0.40,4.44,0.08,0.00,5.16,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,11.5,17.4,66.0,178.0,32.5,6.39,9.34,68.4,2.95,3.77,78.3,1.31,2.13,61.5,0.00,0.03,0.05,-0.03,0.98,0.82,0.33,0.16,1.80,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,27.9,35.7,78.0,531.4,160.7,9.29,11.4,81.3,15.0,16.4,91.3,3.57,5.71,62.5,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,4.29,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,32.1,41.3,77.6,686.9,258.6,10.1,11.0,92.2,15.0,17.5,85.9,6.19,11.1,55.6,0.10,0.02,0.02,0.08,0.29,2.10,0.19,0.00,2.19,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,57.2,62.8,91.2,888.9,209.4,30.6,31.7,96.5,23.3,25.6,91.3,2.22,3.33,66.7,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.89,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,40.0,52.0,76.9,712.0,444.0,20.0,24.0,83.3,12.0,18.0,66.7,6.00,8.00,75.0,0.00,0.20,0.20,-0.20,4.00,6.00,4.00,2.00,8.00,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,28.0,41.0,68.3,704.0,471.0,7.00,7.00,100.0,14.0,14.0,100.0,7.00,17.0,41.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,41.1,59.1,69.5,704.9,294.8,19.8,23.1,85.6,16.5,22.7,72.6,4.14,9.88,41.9,0.00,0.11,0.16,-0.11,1.73,3.21,0.86,0.62,3.95,Matches,5d68f5b2
377,Ayrton Lucas,br BRA,DF,Flamengo,24,1997,28.4,46.5,57.3,81.3,733.7,250.2,25.3,26.9,94.0,17.9,22.2,80.5,2.78,5.81,47.9,0.21,0.11,0.06,0.11,0.99,4.23,0.70,0.21,4.40,Matches,db90b737
378,João Lucas,br BRA,DFMF,Cuiabá,23,1998,23.8,30.2,46.5,65.0,537.1,239.4,12.6,15.0,83.8,14.3,19.5,73.1,2.98,8.91,33.5,0.00,0.05,0.06,-0.05,0.42,2.73,0.88,0.42,4.08,Matches,289dc81e
379,Luciano,br BRA,FW,São Paulo,28,1993,22.6,28.3,33.8,83.8,478.4,71.2,13.8,15.6,88.1,10.0,11.2,90.1,3.05,4.03,75.8,0.09,0.13,0.11,-0.04,0.93,2.39,0.66,0.00,3.01,Matches,24ce161c
380,André Luis,br BRA,FWMF,Cuiabá,24,1997,20.4,17.1,21.6,79.3,248.1,59.6,9.46,10.7,88.1,6.37,7.84,81.3,0.64,1.23,52.0,0.00,0.11,0.12,-0.11,0.93,1.23,0.83,0.15,2.21,Matches,821097f7
381,Filipe Luís,br BRA,DF,Flamengo,36,1985,7.1,74.1,80.7,91.8,1206.1,350.0,39.6,41.0,96.6,26.9,28.7,93.6,6.20,8.17,75.9,0.00,0.10,0.13,-0.10,1.13,7.75,1.69,0.85,9.15,Matches,e4ed2628
382,Victor Luis,br BRA,DF,Ceará,28,1993,15.7,48.5,59.9,81.1,818.5,304.4,24.3,25.4,96.0,19.0,22.9,83.3,4.46,8.79,50.7,0.00,0.08,0.10,-0.08,1.02,4.33,1.02,0.45,5.03,Matches,cc68c4d3
383,David Luiz,br BRA,DF,Flamengo,34,1987,15.8,58.2,65.7,88.6,1144.9,436.1,18.3,19.2,95.4,33.4,35.3,94.6,6.14,10.2,60.2,0.00,0.03,0.04,-0.03,0.32,6.20,0.38,0.00,5.70,Matches,c0e27d1a
384,Luizão,br BRA,DF,São Paulo,19,2002,11.0,42.5,48.5,87.5,863.4,304.8,11.6,12.5,93.4,24.0,25.9,92.6,5.55,8.00,69.3,0.00,0.02,0.02,-0.02,0.27,2.00,0.18,0.09,2.64,Matches,fb02fba4
385,Vinícius Machado,br BRA,GK,Ceará,21,2000,2.0,14.0,18.0,77.8,316.0,230.5,3.00,3.00,100.0,7.00,7.00,100.0,3.00,7.00,42.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0d9b2e53
386,Mádson,br BRA,DF,Santos,30,1992,23.8,33.9,44.0,77.0,586.6,229.2,16.9,19.0,89.2,12.9,16.4,78.3,3.66,6.30,58.0,0.08,0.05,0.06,0.03,1.05,2.77,0.46,0.38,3.66,Matches,766094be
387,Maguinho,br BRA,DFMF,Goiás,29,1993,21.6,24.2,34.1,71.0,381.7,171.9,13.1,15.0,87.9,8.47,12.4,68.3,2.04,4.63,44.0,0.00,0.03,0.07,-0.03,0.56,1.67,0.83,0.42,2.13,Matches,d1c855c5
388,Gustavo Maia,br BRA,FW,Internacional,21,2001,0.2,25.0,35.0,71.4,335.0,0.00,15.0,15.0,100.0,10.0,20.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b36fed1d
389,Leonardo Maia,br BRA,MF,Bragantino,18,2003,0.3,,,,,,,,,,,,,,,0.00,,,,,,,,,Matches,a6f491e2
390,Pablo Maia,br BRA,MF,São Paulo,20,2002,22.8,54.6,60.9,89.6,1030.6,257.8,22.3,24.1,92.4,24.9,26.4,94.0,6.54,8.11,80.5,0.00,0.03,0.05,-0.03,0.44,5.31,0.66,0.09,5.70,Matches,3a243771
391,Thiago Maia,br BRA,MF,Flamengo,24,1997,17.2,60.8,67.2,90.5,1026.5,314.0,27.6,29.8,92.6,27.1,28.6,94.7,4.77,6.28,75.9,0.00,0.02,0.07,-0.02,0.58,6.86,0.52,0.12,5.35,Matches,91e58f66
392,Maicon,br BRA,DF,Santos,33,1988,21.3,39.9,49.0,81.5,905.9,395.2,10.1,11.1,91.1,20.2,22.7,88.8,9.15,14.1,65.0,0.09,0.04,0.03,0.06,0.42,3.24,0.56,0.14,3.90,Matches,2a8683b9
393,Iago Maidana,br BRA,DF,América (MG),25,1996,11.5,24.9,32.5,76.5,537.7,181.2,6.70,8.35,80.2,13.5,15.8,85.2,4.43,7.48,59.3,0.00,0.01,0.01,-0.01,0.09,2.26,0.09,0.00,2.61,Matches,e65a5924
394,Léo Mana,br BRA,DF,Corinthians,17,2004,0.5,32.0,46.0,69.6,432.0,176.0,18.0,18.0,100.0,8.00,14.0,57.1,2.00,2.00,100.0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Matches,d7a180bc
395,Alef Manga,br BRA,FWMF,Coritiba,27,1994,27.0,19.9,28.2,70.4,332.0,83.4,10.2,12.4,82.1,7.00,9.41,74.4,1.81,3.93,46.2,0.19,0.14,0.12,0.04,1.85,1.59,1.22,0.30,3.19,Matches,559782c4
396,Manoel,br BRA,DF,Fluminense,31,1990,27.2,55.4,61.7,89.9,1020.8,392.7,23.5,24.5,96.1,23.9,26.0,91.8,7.02,9.49,74.0,0.04,0.04,0.03,-0.00,0.29,3.35,0.04,0.00,3.49,Matches,12748e35
397,Gustavo Mantuan,br BRA,FWDF,Corinthians,20,2001,9.6,32.8,42.4,77.4,504.3,147.2,19.4,22.5,86.1,11.3,14.0,80.6,1.67,3.44,48.5,0.10,0.06,0.11,0.04,0.63,2.50,0.83,0.42,3.44,Matches,0d717632
398,Luis Manuel Orejuela,co COL,DF,Atl Paranaense,26,1995,13.0,30.7,40.8,75.3,509.8,187.2,15.4,17.4,88.5,11.8,15.5,76.2,2.62,5.31,49.3,0.08,0.05,0.07,0.03,0.54,2.31,0.69,0.46,2.15,Matches,e6a6379d
399,Maranhão,br BRA,FW,Botafogo (RJ),19,2002,1.0,,,,,,,,,,,,,,,0.00,,,,,,,,,Matches,617f236c
400,Willian Maranhão,br BRA,MFDF,Atl Goianiense,26,1995,14.8,33.5,39.7,84.5,622.4,171.6,14.2,15.9,89.4,14.8,16.1,92.0,3.99,5.95,67.0,0.00,0.02,0.03,-0.02,0.68,2.70,0.47,0.07,3.04,Matches,f1d95c74
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,24.4,30.6,80.0,428.3,73.9,6.67,10.6,63.2,15.6,16.1,96.6,1.67,2.22,75.0,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.56,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,49.9,65.6,76.1,901.3,403.0,23.6,26.4,89.4,18.8,23.7,79.3,6.67,12.8,52.1,0.12,0.22,0.24,-0.10,2.69,3.22,0.70,0.53,3.98,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,26.6,33.2,80.0,537.5,220.1,7.28,8.72,83.4,15.0,17.2,87.0,3.72,5.76,64.7,0.03,0.03,0.02,0.01,0.17,1.21,0.10,0.00,2.07,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,32.1,38.6,83.0,482.8,128.8,17.1,19.0,90.0,10.7,13.1,81.6,2.24,3.45,65.0,0.00,0.24,0.14,-0.24,3.28,2.07,1.55,0.34,4.31,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,50.9,63.2,80.6,992.4,390.8,20.1,22.4,89.5,22.1,26.5,83.5,8.13,12.0,67.5,0.05,0.11,0.14,-0.06,1.67,5.99,1.93,0.89,6.93,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,22.4,32.5,68.8,370.7,95.9,11.8,13.7,86.2,7.58,10.5,72.0,2.22,5.62,39.5,0.33,0.18,0.18,0.15,2.03,1.24,1.31,0.33,3.40,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,20.1,26.2,76.9,304.5,84.1,11.2,13.2,84.8,5.82,7.33,79.3,1.76,2.42,72.5,0.12,0.05,0.04,0.07,1.03,2.79,0.42,0.06,3.76,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,36.3,47.9,75.8,587.8,289.1,19.0,21.8,87.1,13.8,17.7,78.0,2.63,5.76,45.7,0.04,0.07,0.09,-0.02,1.28,3.79,1.28,0.45,5.76,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,25.0,41.0,61.0,387.0,117.0,15.3,17.7,86.8,7.67,12.7,60.5,1.67,8.00,20.8,0.00,0.03,0.07,-0.03,0.67,1.67,0.67,0.33,2.33,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,26.9,34.4,78.1,473.8,117.8,10.9,13.1,83.1,13.3,14.2,93.8,2.44,5.78,42.3,0.00,0.04,0.04,-0.04,1.11,2.89,0.44,0.00,4.44,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,40.6,52.4,77.5,734.7,125.9,21.8,24.7,88.1,11.2,12.4,90.5,7.06,11.2,63.2,0.00,0.24,0.24,-0.24,2.94,4.71,1.76,0.59,5.88,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,21.7,29.0,74.9,303.1,86.6,13.7,15.0,91.2,5.94,8.49,70.0,1.04,2.36,44.0,0.19,0.13,0.13,0.06,1.51,0.85,1.51,0.57,3.11,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,12.0,22.0,54.5,282.0,82.0,2.00,4.00,50.0,8.00,12.0,66.7,2.00,6.00,33.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,36.7,40.0,91.7,606.7,86.7,26.7,26.7,100.0,6.67,10.0,66.7,3.33,3.33,100.0,0.00,0.33,0.00,-0.33,6.67,0.00,0.00,0.00,3.33,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,24.1,34.5,69.7,339.5,105.5,11.8,16.4,72.2,9.55,12.3,77.8,0.45,1.36,33.3,0.45,0.00,0.05,0.45,0.45,3.18,0.91,0.00,3.18,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,34.5,45.0,76.7,430.5,86.0,23.5,27.5,85.5,8.00,11.0,72.7,1.00,1.50,66.7,0.00,0.10,0.10,-0.10,1.00,2.00,1.50,0.50,4.00,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,66.3,75.8,87.4,1002.8,292.7,35.2,38.0,92.7,24.1,26.7,90.2,3.72,5.17,72.0,0.17,0.12,0.13,0.04,1.28,5.17,1.17,0.00,6.61,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,10.8,16.8,64.5,156.8,32.4,6.40,8.74,73.2,2.97,4.23,70.2,0.72,1.26,57.1,0.09,0.05,0.05,0.04,0.99,0.90,0.54,0.00,1.98,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,29.4,37.4,78.8,400.1,98.9,18.8,21.6,86.8,7.42,9.16,81.0,1.40,2.36,59.5,0.28,0.17,0.18,0.11,1.46,1.52,1.40,0.34,4.33,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,50.0,58.7,85.2,862.3,315.3,24.6,26.3,93.5,18.3,20.3,90.1,5.86,8.71,67.2,0.14,0.06,0.06,0.09,0.86,4.14,0.71,0.00,4.71,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,11.3,15.4,73.8,145.4,42.9,6.35,8.46,75.0,3.46,4.23,81.8,0.19,0.19,100.0,0.19,0.12,0.12,0.08,0.96,0.58,0.77,0.00,2.50,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,10.8,18.0,60.0,115.2,22.8,9.20,13.2,69.7,1.20,2.40,50.0,0.00,0.00,,0.00,0.04,0.04,-0.04,0.40,0.40,0.00,0.00,0.00,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,36.5,49.0,74.5,617.9,283.3,18.6,21.1,88.3,15.0,19.7,75.9,2.57,6.63,38.8,0.00,0.02,0.03,-0.02,0.50,3.07,0.30,0.30,4.06,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,28.1,38.4,73.3,474.6,155.7,13.2,15.5,85.2,11.3,14.8,76.5,2.68,4.97,53.9,0.00,0.13,0.13,-0.13,2.16,2.88,2.48,0.39,6.41,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,49.1,58.9,83.4,836.1,267.9,24.9,27.5,90.7,18.7,21.6,86.5,4.48,7.20,62.2,0.13,0.20,0.17,-0.07,1.13,4.10,1.63,0.71,5.69,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,33.3,51.7,64.5,487.5,151.7,19.2,24.2,79.3,14.2,19.2,73.9,0.00,8.33,0.0,0.00,0.00,0.00,0.00,0.00,2.50,0.83,0.00,1.67,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,30.3,40.0,75.7,430.6,106.7,17.1,20.2,84.7,9.77,12.0,81.3,1.49,2.82,53.1,0.29,0.26,0.21,0.03,2.01,2.07,1.38,0.40,4.02,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,49.8,59.5,83.6,863.0,229.5,23.5,26.0,90.4,17.7,19.4,91.2,5.80,9.20,63.0,0.00,0.09,0.15,-0.09,1.93,4.66,0.68,0.23,5.34,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,45.2,56.4,80.2,772.0,279.1,21.0,23.1,90.7,18.6,22.8,81.5,4.60,7.24,63.6,0.00,0.21,0.25,-0.21,1.66,3.50,1.04,0.49,3.87,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,41.0,51.6,79.4,652.7,217.8,21.4,23.3,92.1,16.9,21.8,77.6,2.24,4.69,47.8,0.00,0.06,0.06,-0.06,0.20,2.86,0.20,0.20,3.27,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,48.9,58.8,83.2,930.5,336.7,20.2,22.2,91.1,20.9,23.8,87.6,6.67,10.6,62.8,0.00,0.01,0.01,-0.01,0.37,4.69,0.12,0.00,4.44,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,50.8,60.8,83.5,1122.3,390.0,20.0,23.8,83.9,19.2,21.5,89.3,11.5,13.8,83.3,0.00,0.15,0.08,-0.15,2.31,8.46,2.31,0.77,6.92,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,31.8,44.8,71.0,490.6,171.8,18.6,21.8,85.3,10.8,16.4,65.9,1.80,4.00,45.0,0.20,0.18,0.16,0.02,0.80,2.00,0.40,0.00,3.00,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,35.6,43.3,82.1,724.7,265.2,10.7,12.4,85.9,19.3,21.2,91.2,5.19,8.63,60.1,0.00,0.01,0.01,-0.01,0.11,1.37,0.05,0.00,1.48,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,37.5,45.4,82.6,813.3,322.3,8.54,9.17,93.2,22.9,25.4,90.2,5.63,8.96,62.8,0.00,0.00,0.00,0.00,0.00,0.63,0.21,0.21,1.88,Matches,66017b9d
