Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,0.38,0.37,0.25,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,4.06,4.08,1.88,0.94,0.63,0.00,0.63,0.00,0.63,0.63,0.00,0.31,0.00,0.00,0.31,0.00,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,1.67,1.67,1.67,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,2.79,2.80,1.84,0.11,0.34,0.22,0.28,0.00,0.34,0.34,0.17,0.00,0.06,0.06,0.06,0.00,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,1.40,1.39,1.23,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,2.05,2.07,1.28,0.51,0.00,0.26,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,3.33,3.10,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,4.42,4.42,2.73,0.26,1.04,0.13,0.26,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.13,0.00,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,3.52,3.53,2.78,0.19,0.37,0.09,0.09,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00,0.00,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,2.27,2.27,1.49,0.32,0.26,0.06,0.13,0.00,0.26,0.26,0.19,0.06,0.00,0.00,0.00,0.00,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,7.20,7.11,6.40,0.00,0.40,0.00,0.00,0.40,0.40,0.39,0.40,0.00,0.00,0.00,0.00,0.00,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,10.0,10.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,2.54,2.53,1.46,0.00,0.46,0.31,0.31,0.00,0.38,0.38,0.23,0.00,0.00,0.15,0.00,0.00,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,3.60,3.61,2.56,0.62,0.19,0.08,0.08,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,5.00,5.00,1.92,1.15,0.77,0.77,0.38,0.00,0.77,0.77,0.38,0.38,0.00,0.00,0.00,0.00,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,2.69,2.68,1.35,0.00,0.19,0.38,0.77,0.00,0.19,0.19,0.00,0.00,0.00,0.19,0.00,0.00,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,1.45,1.45,1.23,0.04,0.00,0.11,0.00,0.07,0.25,0.25,0.18,0.00,0.00,0.07,0.00,0.00,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,3.58,3.59,2.25,0.99,0.00,0.14,0.07,0.14,0.51,0.51,0.31,0.10,0.00,0.03,0.00,0.07,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,3.64,3.64,2.73,0.57,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,3.36,3.36,2.07,0.93,0.07,0.14,0.14,0.00,0.29,0.29,0.14,0.07,0.00,0.07,0.00,0.00,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,1.53,1.54,1.37,0.00,0.00,0.16,0.00,0.00,0.16,0.16,0.08,0.00,0.00,0.08,0.00,0.00,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,0.91,0.94,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,5.00,4.74,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,2.98,3.01,1.93,0.00,0.00,0.35,0.70,0.00,0.35,0.35,0.18,0.00,0.00,0.00,0.18,0.00,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,2.65,2.64,2.17,0.36,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,3.58,3.58,2.24,0.75,0.15,0.15,0.30,0.00,0.15,0.15,0.07,0.07,0.00,0.00,0.00,0.00,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,1.89,1.90,1.35,0.00,0.27,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,2.31,2.30,1.94,0.16,0.08,0.04,0.04,0.04,0.16,0.16,0.12,0.00,0.04,0.00,0.00,0.00,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,3.47,3.48,3.06,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,3.38,3.37,2.16,0.27,0.14,0.00,0.81,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,1.83,1.83,1.37,0.15,0.10,0.20,0.00,0.00,0.25,0.25,0.20,0.05,0.00,0.00,0.00,0.00,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,2.31,2.31,1.53,0.00,0.30,0.34,0.11,0.04,0.22,0.22,0.19,0.00,0.00,0.04,0.00,0.00,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,1.60,1.60,1.20,0.20,0.00,0.00,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.00,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,3.61,3.62,2.65,0.09,0.37,0.14,0.32,0.05,0.37,0.37,0.09,0.00,0.05,0.05,0.18,0.00,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,2.62,2.61,2.00,0.46,0.00,0.15,0.00,0.00,0.31,0.31,0.00,0.31,0.00,0.00,0.00,0.00,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,2.56,2.54,1.79,0.51,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,5.12,5.12,4.52,0.24,0.00,0.36,0.00,0.00,0.60,0.60,0.48,0.00,0.00,0.12,0.00,0.00,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,1.94,1.94,1.66,0.00,0.21,0.00,0.03,0.03,0.21,0.21,0.10,0.00,0.10,0.00,0.00,0.00,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,1.19,1.20,1.04,0.00,0.00,0.00,0.00,0.15,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,3.87,3.88,2.58,0.97,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,5.00,5.45,2.50,2.50,0.00,0.00,0.00,0.00,2.50,2.73,0.00,2.50,0.00,0.00,0.00,0.00,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,3.00,3.10,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,2.63,2.63,1.82,0.07,0.21,0.39,0.07,0.07,0.25,0.25,0.11,0.00,0.04,0.11,0.00,0.00,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,1.89,1.90,1.65,0.07,0.00,0.04,0.07,0.07,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,2.48,2.49,2.09,0.00,0.08,0.00,0.23,0.08,0.16,0.16,0.08,0.00,0.00,0.00,0.08,0.00,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,1.25,1.25,0.88,0.38,0.00,0.00,0.00,0.00,0.13,0.12,0.00,0.13,0.00,0.00,0.00,0.00,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,1.11,1.17,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,1.72,1.73,1.45,0.14,0.00,0.00,0.07,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,1.92,1.92,1.09,0.00,0.22,0.10,0.45,0.06,0.22,0.22,0.10,0.00,0.03,0.00,0.10,0.00,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,3.72,3.72,2.39,0.58,0.29,0.29,0.13,0.03,0.26,0.26,0.19,0.00,0.00,0.06,0.00,0.00,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,1.82,1.82,1.56,0.00,0.04,0.00,0.15,0.07,0.15,0.15,0.11,0.00,0.00,0.00,0.04,0.00,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,1.80,1.80,1.18,0.00,0.20,0.23,0.20,0.00,0.13,0.13,0.07,0.00,0.03,0.00,0.03,0.00,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,0.81,0.81,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,2.86,2.84,1.43,0.00,0.48,0.71,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,3.29,3.29,2.24,0.35,0.12,0.00,0.35,0.24,0.47,0.47,0.00,0.12,0.00,0.00,0.24,0.12,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,4.97,4.98,3.13,1.29,0.37,0.12,0.06,0.00,0.49,0.49,0.31,0.18,0.00,0.00,0.00,0.00,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,0.25,0.25,0.21,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,0.94,0.93,0.63,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,2.48,2.48,1.15,0.97,0.09,0.09,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,1.96,1.96,1.53,0.29,0.00,0.04,0.07,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,4.52,4.53,3.57,0.35,0.10,0.00,0.45,0.05,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,0.71,0.71,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,0.77,0.78,0.38,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,0.31,0.31,0.26,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,3.08,3.10,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,0.77,0.78,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,1.67,1.67,1.44,0.04,0.04,0.08,0.04,0.04,0.11,0.11,0.08,0.00,0.00,0.04,0.00,0.00,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,1.43,1.43,1.17,0.04,0.04,0.00,0.13,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,2.50,2.54,1.25,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,4.44,4.41,2.96,1.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,5.00,5.29,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,2.92,2.94,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,3.41,3.42,2.20,0.12,0.24,0.12,0.73,0.00,0.37,0.37,0.00,0.12,0.00,0.00,0.24,0.00,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,4.90,4.87,3.16,1.33,0.00,0.10,0.20,0.10,0.41,0.41,0.20,0.20,0.00,0.00,0.00,0.00,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,3.11,3.11,1.86,0.06,0.31,0.37,0.50,0.00,0.31,0.31,0.19,0.00,0.06,0.06,0.00,0.00,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,2.00,2.14,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,0.40,0.40,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,3.32,3.33,2.92,0.16,0.08,0.00,0.08,0.08,0.32,0.32,0.28,0.00,0.00,0.00,0.04,0.00,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,3.87,3.87,2.26,0.65,0.65,0.00,0.00,0.32,0.65,0.65,0.32,0.32,0.00,0.00,0.00,0.00,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,4.81,4.79,3.12,0.00,0.91,0.39,0.39,0.00,1.04,1.04,0.39,0.00,0.39,0.13,0.13,0.00,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,2.65,2.66,2.04,0.00,0.51,0.00,0.10,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,2.50,2.61,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,0.75,0.76,0.75,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,3.03,3.04,2.73,0.00,0.00,0.30,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.30,0.00,0.00,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,3.33,3.33,0.48,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,3.22,3.23,2.19,0.07,0.41,0.21,0.34,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,0.79,0.78,0.53,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,1.78,1.78,1.16,0.00,0.16,0.23,0.23,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,1.88,1.88,1.20,0.00,0.08,0.45,0.08,0.08,0.23,0.23,0.08,0.00,0.00,0.08,0.00,0.08,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,1.58,1.58,1.58,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.53,0.00,0.00,0.00,0.00,0.00,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,3.19,3.19,2.13,0.00,0.21,0.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,2.05,2.06,1.79,0.17,0.09,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,1.57,1.56,1.08,0.00,0.12,0.24,0.00,0.12,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,2.30,2.30,1.47,0.00,0.15,0.23,0.45,0.00,0.30,0.30,0.11,0.00,0.04,0.08,0.08,0.00,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,2.67,2.67,1.16,0.00,0.41,0.27,0.82,0.00,0.62,0.62,0.14,0.00,0.27,0.00,0.21,0.00,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,3.60,3.67,2.00,0.00,0.40,0.40,0.40,0.40,0.40,0.41,0.00,0.00,0.00,0.40,0.00,0.00,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,2.70,2.71,1.75,0.07,0.36,0.15,0.07,0.29,0.15,0.15,0.07,0.00,0.00,0.07,0.00,0.00,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,2.73,2.72,1.73,0.45,0.27,0.00,0.18,0.09,0.27,0.27,0.18,0.00,0.00,0.00,0.00,0.09,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,3.85,3.87,2.88,0.00,0.38,0.38,0.19,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,3.40,3.24,2.78,0.00,0.26,0.10,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,0.60,0.60,0.45,0.00,0.00,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,0.32,0.32,0.24,0.00,0.00,0.08,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.08,0.00,0.00,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,2.99,2.99,1.26,1.49,0.00,0.23,0.00,0.00,0.34,0.35,0.00,0.23,0.00,0.11,0.00,0.00,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,4.16,4.14,3.90,0.26,0.00,0.00,0.00,0.00,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,2.83,2.83,2.53,0.10,0.00,0.10,0.00,0.10,0.51,0.51,0.40,0.00,0.00,0.10,0.00,0.00,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,0.16,0.16,0.11,0.05,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,4.52,4.52,2.95,0.12,0.36,0.18,0.90,0.00,0.18,0.18,0.12,0.00,0.00,0.00,0.06,0.00,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,2.46,2.48,1.23,0.46,0.46,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,1.03,1.03,0.98,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,d0d786fd
